,description,label_model
242,"Massa yang mengatasnamakan dirinya Aliansi Rakyat Surabaya (ARAS) yang merupakan gabungan dari BEM se-Surabaya dan organisasi lain menggelar aksi unjuk rasa di depan Gedung Grahadi Surabaya menolak kenaikan BBM, Rabu (14/9) siang. (Rec)
#ElshintaNewsAndTalk https://t.co/sHQ2BdwnZ4",negatif
243,"Kelompok petani menjadi salah satu konsen Gubernur Jawa Tengah @ganjarpranowo terkait pemberian bantuan atau subsidi dampak kenaikan harga BBM. Bahkan, pak Ganjar telah menyiapkan skema insentif untuk petani.

https://t.co/4UMMFJ3Dzf https://t.co/QUCa3XiUKk",positif
244,"Aliansi BEM SI, buruh,pelajar 

Kobarkan api perlawanan , tolak kenaikan harga BBM 

13 sept 2022

Panjang umur perjuangan ? https://t.co/Ya1zDF04zT",negatif
245,"Dampak Harga BBM Naik, Pendapatan Driver Ojol di Bojonegoro Turun.

Bojonegoro (https://t.co/ksziGGp1k3) – Dampak adanya kenaikan harga Bahan Bakar Minyak (BBM) subsidi, pendapatan driver ojek… https://t.co/veRdIntFZe #PolitikPemerintahan #bbmnaik #Bojonegoro #hargabbmnaik",negatif
246,"Massa aksi sudah tiba di gedung Grahadi Surabaya, bersiap menyampaikan aspirasi dan tuntutan rakyat terutama atas kenaikan harga BBM. ??

Bersama @MprAldo dan @aliansibem_si

#PanjangUmurPerjuangan
#SurabayaPejuang
#IndonesiaBangkit https://t.co/MPna7F3bOa",negatif
247,Terus Bergerak Tolak Kenaikan Harga BBM..!!! https://t.co/loNqtYG43E,negatif
248,"Tolak Kenaikan Harga BBM ???????
(Kota Pangkalpinang, Bangka Belitung 14/Sept/2022) https://t.co/rhMDRustH9",negatif
249,"Indonesia 12 September 2022

Demo tolak kenaikan harga bbm masif di seluruh Indonesia ulama, mahasiswa, buruh, ojol dan masyarakat bersatu padu https://t.co/4qQNZDi26E",negatif
250,"PASCA KENAIKAN HARGA BBM, POLSEK BALEENDAH POLRESTA BANDUNG BAKSOS SEMBAKO BERSAMA MAHASISWA UNIBA

Baleendah - Pasca kenaikan harga BBM, Polsek Baleendah Polresta Bandung melaksanakan bakti sosial (baksos).

Baksos ini dengan membagi-bagikan paket sembako kepada masyarakat https://t.co/dkBSCW4OEZ",positif
251,"Wahhh speechless sih. Apa yang dia bilang gak salah, itu emang bentuk ketimpangan. Tapi dari cara bicara, pemilihan kata dan gesture nya tuh seakan2 ngerendahin masyarakat yang sekarang lagi berjuang biar bisa tetep hidup di tengah kenaikan bbm ini. Sedih bgt jujur??",netral
252,Mahasiswa: Jangan jadi Dewan Perwakilan Rakyat Dungu https://t.co/B6S0Z9blxJ,negatif
253,"Menteri BUMN Erick Thohir dorong pengadaan bus listrik untuk jaga kelestarian lingkungan. 
Kendaraan listrik itu 0 emisi, bersih, ga pakai BBM, ga ngaruh dgn kenaikan BBM, ngecas baterai full klu sepeda motor Rp2800 bisa jalan 50km, klu mobil Rp50rb jalan 350km
#BangkitBersamaET https://t.co/eiwRUwoUff",netral
254,"Massa yang menggelar demonstrasi menolak kenaikan harga BBM di kawasan Patung Kuda, Jakarta Pusat, masih bertahan. Massa tampak menyalakan flare di lokasi. https://t.co/mLlL3mCF9F",negatif
255,"Tolak Kenaikan Harga BBM ???????
(Kota Pangkalpinang, Bangka Belitung 14/Sept/2022) https://t.co/rhMDRustH9",negatif
256,"OJOL MEDAN KEREN ????????!
Salah satu tuntutan penolakan kenaikan BBM...

AKSI DEMO PENOLAKAN KENAIKAN BBM OJOL DI MEDAN 13 SEPTEMBER 2022

#BatalkanKenaikanBBM https://t.co/zvZC2s3qkd",negatif
257,"Avengers akhirnya ikut serta dibarisan abang² Mahasiswa untuk Menolak Kenaikan Harga BBM, kawasan Patung Kuda Jakarta.. ??????? (13/Sept/2022) https://t.co/HIqRmHimhG",negatif
258,?? LIVE: Aksi Demonstrasi Menolak Kenaikan BBM di Depan Balai Kota DKI Jakarta Terjadi Kericuhan.?? https://t.co/KQa8fk6HfF,negatif
259,"Massa yang mengatasnamakan dirinya Aliansi Rakyat Surabaya (ARAS) yang merupakan gabungan dari BEM se-Surabaya dan organisasi lain menggelar aksi unjuk rasa di depan Gedung Grahadi Surabaya menolak kenaikan BBM, Rabu (14/9) siang. (Rec)
#ElshintaNewsAndTalk https://t.co/sHQ2BdwnZ4",negatif
260,"Sejumlah tokoh masyarakat dan cendekiawan mendukung kebijakan Presiden @jokowi yang menaikkan harga bahan bakar minyak (BBM) bersubsidi. 

https://t.co/O3wjLI5Ouf https://t.co/wyxwDU7DUN",netral
261,"#BBMNaikRakyatRevolusi
element masyarakat menolak kenaikan harga BBM di indonesia.. semoga bsk harga bbm turun harga yaa ?????? 
Harus haris haruusss !!!! https://t.co/sFCBCr7CPx",negatif
262,Sampai malam ini mahasiswa masih bertahan di Patung Kuda untuk menyuarakan penolakan terhadap kenaikan harga BBM. https://t.co/Urazh6XeoC,negatif
263,"Kebijakan kenaikan harga BBM adalah wujud pragmatisme hakiki yang membuat rakyat makin ""lelah hayati"".

#Opini #BBMNaik #BansosBBM

https://t.co/tl5Spd0GkE",negatif
264,"#BansosBBM 

Dampak kenaikan harga BBM tidak sesederhana yang dibayangkan. Bansos ibarat hanya mampir sebentar di dompet rakyat untuk selanjutnya segera digunakan untuk transaksi ekonomi demi menyambung episode hidup yang selanjutnya.",positif
265,"Avengers akhirnya ikut serta dibarisan abang² Mahasiswa untuk Menolak Kenaikan Harga BBM, kawasan Patung Kuda Jakarta.. ??????? (13/Sept/2022) https://t.co/HIqRmHimhG",negatif
266,"Polisi: Hari Ini Dua Kelompok Mahasiswa Bakal Gelar Aksi Demo Tolak Kenaikan Harga BBM Bersubsidi
https://t.co/fSLGgmtGKv",negatif
267,"Tolak Kenaikan Harga BBM ???????
(Kota Pangkalpinang, Bangka Belitung 14/Sept/2022) https://t.co/rhMDRustH9",negatif
268,"MAHASISWA BERSAMA RAKYAT SURABAYA BERGERAK !!!
TOLAK KENAIKAN HARGA BBM !!
Link : 
https://t.co/NhdEgj9ZaV
SEBARKAN TEMAN² !!
TV TIDAK MENYIARKAN !!
SURABAYA BERGERAK !!
ALLAHU AKBAR !!

#BBMNaikRakyatRevolusi 
#BBMNaikRakyatRevolusi https://t.co/zutImkQimL",negatif
269,"Protes Kenaikan BBM, Ribuan Mahasiswa Babel Aksi Long March https://t.co/U6tnY3vw53",negatif
270,"Aksi Driver Ojol se-Purwakarta ""Tolak Kenaikan Harga BBM"" di depan Gedung DPRD Purwakarta.. (14/Sept/2022) https://t.co/ot48a2SfwN",negatif
271,"[PRESIDEN PKS MENYAPA NTT]

Presiden PKS, H. Ahmad Syaikhu, menyapa masyarakat pesisir di Pulau Messah, Suku Bajo.

Dalam kesempatan ini pula, 
Presiden PKS berdiskusi dengan sejumlah warga terkait isu-isu terkini, khususnya respons masyarakat terhadap kenaikan harga BBM. https://t.co/fdYYu64N8l",netral
272,"Massa demo tolak kenaikan harga BBM dari kalangan mahasiswa dan buruh masih bertahan di Patung Kuda, Jakpus. Aksi demo dari massa tersebut kini makin memanas. https://t.co/8lJdBEVjTH",negatif
273,Sampai malam ini mahasiswa masih bertahan di Patung Kuda untuk menyuarakan penolakan terhadap kenaikan harga BBM. https://t.co/Urazh6XeoC,negatif
274,"Tolak Kenaikan Harga BBM ???????
(Kota Pangkalpinang, Bangka Belitung 14/Sept/2022) https://t.co/rhMDRustH9",negatif
275,"MAHASISWA BERSAMA RAKYAT SURABAYA BERGERAK !!!
TOLAK KENAIKAN HARGA BBM !!
Link : 
https://t.co/NhdEgj9ZaV
SEBARKAN TEMAN² !!
TV TIDAK MENYIARKAN !!
SURABAYA BERGERAK !!
ALLAHU AKBAR !!

#BBMNaikRakyatRevolusi 
#BBMNaikRakyatRevolusi https://t.co/zutImkQimL",negatif
276,Massa PMII Jakarta Timur mulai meninggalkan kawasan Balai Kota DKI Jakarta sekitar pukul 17.52 WIB. https://t.co/vjScuY8nc0,negatif
277,"Kepala Staf Kepresidenan Moeldoko mengklaim bahwa kenaikan harga Bahan Bakar Minyak (BBM) adalah sesuatu yang biasa terjadi dengan situasi saat ini.
#Moeldoko
#BBMNaik

https://t.co/G5QgC9z3T3 https://t.co/OG5k6bqBFK",netral
278,"Untuk pertama kalinya setelah dari lama kepingin ikut mendokumentasikan unjuk rasa, akhirnya kemarin Selasa (13/9) kesampean juga.

Berikut sedikit dokumentasi aksi unjuk rasa mahasiswa dan buruh menolak kenaikan BBM di Patung Kuda, Monas.

#Ardivisual https://t.co/J6GbcA6Eh4",negatif
279,Aksi Demo 13092022 telah usai dan akan kembali lagi dg jumlah masa yg lebih besar jika tuntutan Dibatalkannya Kenaikan Harga BBM tdk dikabulkan. https://t.co/HODVEnhAoA,negatif
280,"MAHASISWA BERSAMA RAKYAT SURABAYA BERGERAK !!!
TOLAK KENAIKAN HARGA BBM !!
Link : 
https://t.co/NhdEgj9ZaV
SEBARKAN TEMAN² !!
TV TIDAK MENYIARKAN !!
SURABAYA BERGERAK !!
ALLAHU AKBAR !!

#BBMNaikRakyatRevolusi 
#BBMNaikRakyatRevolusi https://t.co/zutImkQimL",negatif
281,Nama Puan Maharani dibawa-bawa massa pendemo tolak kenaikan harga BBM. Massa menyindir sikap Puan lantaran pernah menangis tolak harga BBM naik pada era SBY. https://t.co/Z768hev6Hk,negatif
282,"Aksi Driver Ojol se-Purwakarta ""Tolak Kenaikan Harga BBM"" di depan Gedung DPRD Purwakarta.. (14/Sept/2022) https://t.co/ot48a2SfwN",negatif
283,"Dari Sleman, PKS Tuntut Batalkan Kenaikan Harga BBM Bersubsidi

“Aksi ini merupakan ungkapan jeritan masyarakat atas kebijakan pemerintah menaikkan harga BBM,” ~ Yani Fathu Rahman

#AksiTolakBBMNaik

https://t.co/axDXFZKfRo",netral
284,"MAHASISWA BERSAMA RAKYAT SURABAYA BERGERAK !!!
TOLAK KENAIKAN HARGA BBM !!
Link : 
https://t.co/NhdEgj9ZaV
SEBARKAN TEMAN² !!
TV TIDAK MENYIARKAN !!
SURABAYA BERGERAK !!
ALLAHU AKBAR !!

#BBMNaikRakyatRevolusi 
#BBMNaikRakyatRevolusi https://t.co/zutImkQimL",negatif
285,"MAHASISWA BERSAMA RAKYAT SURABAYA BERGERAK !!!
TOLAK KENAIKAN HARGA BBM !!
Link : 
https://t.co/NhdEgj9ZaV
SEBARKAN TEMAN² !!
TV TIDAK MENYIARKAN !!
SURABAYA BERGERAK !!
ALLAHU AKBAR !!

#BBMNaikRakyatRevolusi 
#BBMNaikRakyatRevolusi https://t.co/zutImkQimL",negatif
286,Sampai malam ini mahasiswa masih bertahan di Patung Kuda untuk menyuarakan penolakan terhadap kenaikan harga BBM. https://t.co/Urazh6XeoC,negatif
287,"Suara Penolakan kenaikan harga BBM terus bergulir, hari ini Buruh Bekasi kembali turun ke jalan
#TolakKenaikanHarga_BBM 
#TolakTerusKenaikanBBM https://t.co/vIFFZdlzVx",negatif
288,"Hekel karbitan kayaknya, hebohnya doang selangit. 
Media tipi ampe lupa ada berita besar didepan mata yaitu aksi-aksi demonstrasi rakyat menolak kenaikan harga BBM. https://t.co/MDTMprOA18",negatif
289,Sampai malam ini mahasiswa masih bertahan di Patung Kuda untuk menyuarakan penolakan terhadap kenaikan harga BBM. https://t.co/Urazh6XeoC,negatif
290,"Aksi Penolakan Kenaikan Harga BBM, Bogor yang Sejuk, Kini Memanas! | MMC News 

Rabu kemarin, 7 September 2022 masyarakat menggelar aksi di depan gedung DPRD Kota Bogor. Apa saja yang menjadi tuntutan mereka? Mari kita simak liputan eksklusif berikut ini!

https://t.co/RjigWRM8mO https://t.co/3HPCIvWmpE",negatif
291,"MAHASISWA BERSAMA RAKYAT SURABAYA BERGERAK !!!
TOLAK KENAIKAN HARGA BBM !!
Link : 
https://t.co/NhdEgj9ZaV
SEBARKAN TEMAN² !!
TV TIDAK MENYIARKAN !!
SURABAYA BERGERAK !!
ALLAHU AKBAR !!

#BBMNaikRakyatRevolusi 
#BBMNaikRakyatRevolusi https://t.co/zutImkQimL",negatif
292,"Gaji Ahok 3,2 miliar/bln. Bkn awak iri, tp apa kontribusi Ahok? Yg ada rakyat dibikin susah dgn kenaikan hrg BBM.

Smentara THP bos2 pertamina miliaran rp stiap blnnya. Konyolnya lg pertamina ngaku rugi! ??????????????? https://t.co/W4GJuu57Zf",negatif
293,"Berkaitan dengan Dampak kenaikan Harga BBM, kali ini saya kembali menjumpai para pengunjuk rasa yg berasal dari Gabungan Ojek Roda Dua Medan Sekitarnya. Saya sangat memahami besarnya dampak ekonomi yg disebabkan oleh kenaikan harga BBM. InsyaAllah ada win win solution untuk ini https://t.co/oC2XGVGE5R",negatif
294,"TOLAK kenaikan BBM...pulang DEMO antri di SPBU ngisi bensin.

KADRUUUN KADRUN !! https://t.co/lUsYdHQxMQ",netral
295,"Melihat Eskalasi Demonstrasi yang Semakin Besar, Sepertinya Akan Muncul Sosok Hebat, Luar Biasa, Powerful dan Paling Peduli Rakyat yang Akan Mengumumkan Pembatalan Kenaikan Harga BBM. https://t.co/3LhVc3FEbP",negatif
296,"Tolak Kenaikan Harga BBM, Serikat Buruh Gelar Demo di Balaikota Jakarta: Aksi Serupa Bakal Berlangsung Sebulan Penuh
https://t.co/k8xpUupYMT",negatif
297,Sampai malam ini mahasiswa masih bertahan di Patung Kuda untuk menyuarakan penolakan terhadap kenaikan harga BBM. https://t.co/Urazh6XeoC,negatif
298,"Aliansi Ummat Islam Sumedang ""Tolak Kenaikan Harga BBM"" di depan kantor DPRD Sumedang.. Kemarin..
(13/Sept/2022) https://t.co/iAVOjECh77",negatif
299,"Tolak Kenaikan Harga BBM, IMM Sulbar Segel Ruang Paripurna DPRD Sulbar https://t.co/gZKb3wIafJ",negatif
300,"Aksi Driver Ojol se-Purwakarta ""Tolak Kenaikan Harga BBM"" di depan Gedung DPRD Purwakarta.. (14/Sept/2022) https://t.co/ot48a2SfwN",negatif
301,Demo Tolak Kenaikan Harga BBM di Aceh Tengah Berjalan Kondusif https://t.co/1ju4JAe54i,negatif
302,"Tolak Kenaikan Harga BBM ???????
(Kota Pangkalpinang, Bangka Belitung 14/Sept/2022) https://t.co/rhMDRustH9",negatif
303,"#MensosRisma
#BLT 
#BeritaBandaAceh

""Saya berharap bantuan sosial BLT BBM ini dapat digunakan untuk membantu kenaikan-kenaikan harga yang terjadi. Bukan digunakan untuk beli rokok dan lainnya,"" kata Mensos Risma.
 
https://t.co/JNJqCeSywV",positif
304,"#BBMMeroketJokowiTurun 
#BBMMeroketJokowiTurun 
@Syam42933824
@PAS0PATl5151_
@freestranger24
@ArbyZakey3
@AtnoSepta
@NegeriJajahan3l
@omo_sugema6
@karyawantree
@Berliannew
@sampalle
@la1laha1llallah
@SimpatisanFPI__
1
SMKIN MUNCAK JK TK DSIKAPI DGN BIJAK?
https://t.co/QlQTH905Ae https://t.co/pSaQQFeKjG",netral
305,"Tolak Kenaikan Harga BBM ???????
(Kantor DPRD Lampung Utara 14/Sept/2022) https://t.co/i4kLPhGaPQ",negatif
306,"sambil menikmati hasil kenaikan BBM bbrp hari ini, penguasa tetap tutup mata &amp; telinga, sekalipun sdh demo dimana²#BBMNaikRakyatRevolusi",negatif
307,"MAHASISWA BERSAMA RAKYAT SURABAYA BERGERAK !!!
TOLAK KENAIKAN HARGA BBM !!
Link : 
https://t.co/NhdEgj9ZaV
SEBARKAN TEMAN² !!
TV TIDAK MENYIARKAN !!
SURABAYA BERGERAK !!
ALLAHU AKBAR !!

#BBMNaikRakyatRevolusi 
#BBMNaikRakyatRevolusi https://t.co/zutImkQimL",negatif
308,Kata ketua PBNU kenaikan BBM bisa dipahami pak. Internal NU tidak kompak? https://t.co/r3PtdZpAE7,netral
309,"@budimandjatmiko :

""Demonstrasi sah-sah saja dalam negara demokrasi tidak boleh dilarang. Asalkan jangan keras dan macam-macam,"" 

Jangan macam2 mungkin salah satunya adlh JANGAN ANARKIS, apalagi  ujung2nya MINTA TURUNKAN JOKOWI (Mimpi) ??

https://t.co/",netral
310,"#BBMMeroketJokowiTurun 
#BBMMeroketJokowiTurun 
@Syam42933824
@PAS0PATl5151_
@freestranger24
@ArbyZakey3
@AtnoSepta
@NegeriJajahan3l
@omo_sugema6
@karyawantree
@Berliannew
@sampalle
@la1laha1llallah
@SimpatisanFPI__
1
SMKIN MUNCAK JK TK DSIKAPI DGN BIJAK?
https://t.co/QlQTH905Ae https://t.co/pSaQQFeKjG",netral
311,"Indonesia 13 September 2022

Aksi tolak kenaikan harga bbm oleh adek-adek Mahasiswa dan STM tidak tersiar di televisi nasional Indonesia arus utama 

Media televisi dibungkam https://t.co/rMLjvrM5tp",negatif
312,Mau jadi orang beruntung ? . .   Kenaikan BBM Menzalimi Rakyat   .??????. #rkTpS https://t.co/xoXocGzZus,negatif
313,"Aliansi Ummat Islam Sumedang ""Tolak Kenaikan Harga BBM"" di depan kantor DPRD Sumedang.. Kemarin..
(13/Sept/2022) https://t.co/iAVOjECh77",negatif
314,"Tolak Kenaikan Harga BBM ???????
(Kantor DPRD Lampung Utara 14/Sept/2022) https://t.co/i4kLPhGaPQ",negatif
315,Para perajin tahu terdampak naiknya harga kacang kedelai dari Rp11.800 per kilogram menjadi Rp13.000 per kilogram akibat dari kenaikan harga bahan bakar minyak (BBM). #kumparanBISNIS https://t.co/MvfR3eUGh0,netral
316,"MAHASISWA BERSAMA RAKYAT SURABAYA BERGERAK !!!
TOLAK KENAIKAN HARGA BBM !!
Link : 
https://t.co/NhdEgj9ZaV
SEBARKAN TEMAN² !!
TV TIDAK MENYIARKAN !!
SURABAYA BERGERAK !!
ALLAHU AKBAR !!

#BBMNaikRakyatRevolusi 
#BBMNaikRakyatRevolusi https://t.co/zutImkQimL",negatif
317,"PASCA KENAIKAN HARGA BBM, POLSEK BALEENDAH POLRESTA BANDUNG BAKSOS SEMBAKO BERSAMA MAHASISWA UNIBA https://t.co/7NoQt737aD",positif
318,"Jangan Biarkan Nyala itu Padam ??
Massa pelajar dan mahasiswa bergabung dengan buruh berujuk rasa menolak kenaikan harga BBM di Patung Kuda, Jakarta Pusat, Selasa (13/9) https://t.co/P3IKVqWyQw",negatif
319,"Tolak Kenaikan Harga BBM ???????
(Kantor DPRD Lampung Utara 14/Sept/2022) https://t.co/i4kLPhGaPQ",negatif
320,"Pemerintah harus jujur, alasan kenaikan BBM karena mengikuti harga minyak dunia sudah tidak relevan.

Mari kita pertegas: 
BATALKAN KENAIKAN BBM ! 
??? ???? https://t.co/RGkwKC1qlI",negatif
321,"MAHASISWA BERSAMA RAKYAT SURABAYA BERGERAK !!!
TOLAK KENAIKAN HARGA BBM !!
Link : 
https://t.co/NhdEgj9ZaV
SEBARKAN TEMAN² !!
TV TIDAK MENYIARKAN !!
SURABAYA BERGERAK !!
ALLAHU AKBAR !!

#BBMNaikRakyatRevolusi 
#BBMNaikRakyatRevolusi https://t.co/zutImkQimL",negatif
322,"Indonesia 13 September 2022

Aksi tolak kenaikan harga bbm oleh adek-adek Mahasiswa dan STM tidak tersiar di televisi nasional Indonesia arus utama 

Media televisi dibungkam https://t.co/rMLjvrM5tp",negatif
323,"Tokoh masyarakat sekaligus Jawara Bekasi, Bang Damin Sada. 
""Dari 10 partai hanya PKS yang tolak kenaikan BBM bersubsidi"".
Yuk dukung perjuangan PKS untuk #TolakKenaikanHargaBBM
#BatalkanKenaikanBBM 

@PKSejahtera 
@pksjabar 
@PKSBekasi 
@pkstarumajaya 
@pakmul63 
@UryanRiana https://t.co/ST82cwCkcA",netral
324,?? LIVE: Aksi Demonstrasi Menolak Kenaikan BBM di Depan Balai Kota DKI Jakarta Terjadi Kericuhan.?? https://t.co/KQa8fk6HfF,negatif
325,"Menyampaikan aspirasi merupakan hak warga negara yang dilindungi oleh peraturan perundang-undangan. Namun demikian kegiatan tersebut haruslah dilakukan dengan tertib dan tidak mengganggu aktivitas masyarakat lainnya.

Selengkapnya baca di:
https://t.co/xbuyWTglwU https://t.co/R0qGbnBXn4",netral
326,"Kepolisian Resor Trenggalek kembali memberikan pelayanan pengamanan kepada sejumlah elemen masyarakat yang ingin menyuarakan aspirasinya terkait dengan penyesuaian harga BBM, TDL hingga tambang emas di Kabupaten Trenggalek. Rabu, (14/9).

Selengkapnya:

https://t.co/G5rg41NNGw https://t.co/6tqq12ux93",negatif
327,Tahukah kamu? Banyak orang enggan menyuarakan penolakan kenaikan BBM subsidi melalui media sosial karna kuatir dianggap miskin oleh gebetannya.,netral
328,"Tolak Kenaikan Harga BBM ???????
(Kota Pangkalpinang, Bangka Belitung 14/Sept/2022) https://t.co/rhMDRustH9",negatif
329,"PASCA KENAIKAN HARGA BBM, POLSEK BALEENDAH POLRESTA BANDUNG BAKSOS SEMBAKO BERSAMA MAHASISWA UNIBA

Baleendah - Pasca kenaikan harga BBM, Polsek Baleendah Polresta Bandung melaksanakan bakti sosial (baksos). https://t.co/Hj21jMIaEj",positif
330,"Pangkal pinang 14 September 2022

Tolok kenaikan harga BBM https://t.co/dVRWhUQvZT",negatif
331,"Massa aksi sudah tiba di gedung Grahadi Surabaya, bersiap menyampaikan aspirasi dan tuntutan rakyat terutama atas kenaikan harga BBM. ??

Bersama @MprAldo dan @aliansibem_si

#PanjangUmurPerjuangan
#SurabayaPejuang
#IndonesiaBangkit https://t.co/MPna7F3bOa",negatif
332,Aksi Demo 13092022 telah usai dan akan kembali lagi dg jumlah masa yg lebih besar jika tuntutan Dibatalkannya Kenaikan Harga BBM tdk dikabulkan. https://t.co/HODVEnhAoA,negatif
333,"Focus Group Discussion bersama Forkopimda Kabupaten Semarang untuk menyikapi kenaikan BBM bertempat di Pendopo Rumah Dinas Bupati Semarang, Rabu (14/09/2022) pagi.
#polressemarang #kenaikanBBM #bbmnaik #poldajateng #polisiindonesia https://t.co/GUV71rivjr",netral
334,"Dari Sleman, PKS Tuntut Batalkan Kenaikan Harga BBM Bersubsidi

“Aksi ini merupakan ungkapan jeritan masyarakat atas kebijakan pemerintah menaikkan harga BBM,” ~ Yani Fathu Rahman

#AksiTolakBBMNaik

https://t.co/axDXFZKfRo",netral
335,"Aceh 12 September 2022

Lihatlah kebrutalan aparat kepolisian menembak kearah mahasiswa dan satu mahasiswa terjatuh, mahasiswa hanya ingin masuk ke kantor DPRD untuk berdiskusi soal tolak kenaikan harga BBM, tugas polisi cukup mengawal bukan menembak dan memukul https://t.co/EyocZOzG8d",negatif
336,"Tolak Kenaikan Harga BBM ???????
(Kantor DPRD Lampung Utara 14/Sept/2022) https://t.co/i4kLPhGaPQ",negatif
337,"Rabu 14 September 2022 Badan Eksekutif Mahasiswa dan Dewan Legislatif Mahasiswa Universitas Dr. Soetomo Surabaya turun ke jalan ""Kuliah Di Jalanan"" bertema ""TOLAK KENAIKAN HARGA BBM"".

Ket: gambar/foto2 pertama capture IG BEM Unitomo. 
Sumber: gambar/foto2: IG BEM, DLM, UNITOMO. https://t.co/rl3aP2lLS2",negatif
338,"Selain BEM Unitomo sebagai pelaksana eksekutif Mahasiswa Unitomo Surabaya, Pengawas eksekutif mahasiswa yakni Dewan Legislatif Mahasiswa/DLM Unitomo Surabaya ikut menyerukan aksi ""Kuliah Di Jalanan"" untuk ""TOLAK KENAIKAN HARGA BBM"". https://t.co/iEHfExjCBq",negatif
339,"Respon Kenaikan Harga BBM, Kapolsek Muara Pawan Salurkan Bantuan Sosial ke Pedagang dan Sopir Truk https://t.co/f3YU0N7LIh",positif
340,"Unitomo melalui Wakil Rektor III memberi sambutan pada peserta aksi seperti terdokumentasi melalui Instagram akun resmi Universitas Dr. Soetomo dan juga ikut memantau aksi ""Kuliah Di Jalanan"" Rabu 14 September 2022 yang bertema ""TOLAK KENAIKAN HARGA BBM"". https://t.co/bqlrjO91P2",negatif
341,"[Dr. Salim Menyapa NTT]

Seorang tokoh masyarakat di NTT mengapresiasi dan berterima kasih atas sikap Fraksi PKS DPR RI yang menolak kenaikan harga BBM dgn melakukan aksi walk out dr rapat paripurna bbrp waktu lalu.

#DrSalimMenyapaIndonesia 
#DrSalimMenyapaNTT https://t.co/yb4Dkxc18I",positif
342,Kata ketua PBNU kenaikan BBM bisa dipahami pak. Internal NU tidak kompak? https://t.co/r3PtdZpAE7,netral
343,"Aksi Driver Ojol se-Purwakarta ""Tolak Kenaikan Harga BBM"" di depan Gedung DPRD Purwakarta.. (14/Sept/2022) https://t.co/ot48a2SfwN",negatif
344,"Tolak Kenaikan Harga BBM ???????
(Kota Pangkalpinang, Bangka Belitung 14/Sept/2022) https://t.co/rhMDRustH9",negatif
345,Aksi Demo 13092022 telah usai dan akan kembali lagi dg jumlah masa yg lebih besar jika tuntutan Dibatalkannya Kenaikan Harga BBM tdk dikabulkan. https://t.co/HODVEnhAoA,negatif
346,"Gaji Ahok 3,2 miliar/bln. Bkn awak iri, tp apa kontribusi Ahok? Yg ada rakyat dibikin susah dgn kenaikan hrg BBM.

Smentara THP bos2 pertamina miliaran rp stiap blnnya. Konyolnya lg pertamina ngaku rugi! ??????????????? https://t.co/W4GJuu57Zf",negatif
347,"Susuri muara Sungai Silugonggo, Polres Pati Kembali Bagikan 1 Ton Paket Beras Kepada Nelayan Pasca Kenaikan BBM

Tanggap menyikapi situasi tersebut, Polres Pati kembali melaksanakan kegiatan pembagian bantuan sosial (bansos) berupa paket beras sebanyak 1 ton. https://t.co/viqufOV23D",positif
348,"Tolak Kenaikan Harga BBM ???????
(Kota Pangkalpinang, Bangka Belitung 14/Sept/2022) https://t.co/rhMDRustH9",negatif
349,"@gemiagung @kurawa Impactnya banyak soalnya, bersyukur klo kondisi mas tidak terpengaruh kenaikan, sementara banyak di sisi lain yg gak terlihat sama kita kondisinya terbebani dgn kenaikan BBM ini. Saya sih ga liat partainya, lihat real life aja, menolak ",netral
350,"Dari Sleman, PKS Tuntut Batalkan Kenaikan Harga BBM Bersubsidi

“Aksi ini merupakan ungkapan jeritan masyarakat atas kebijakan pemerintah menaikkan harga BBM,” ~ Yani Fathu Rahman

#AksiTolakBBMNaik

https://t.co/axDXFZKfRo",netral
351,"Tolak Kenaikan Harga BBM ???????
(Kantor DPRD Lampung Utara 14/Sept/2022) https://t.co/i4kLPhGaPQ",negatif
352,"Kader PKS bener bener turun Aksi TOLAK KENAIKAN BBM Keren ?? 

Kayaknya kemarin ada 1 Partai lagi yang mau Nurunin KADER nya buat Demo Tolak KENAIKAN BBM tapi belum keliatan batang hidungnya ?????",negatif
353,"Massa aksi sudah tiba di gedung Grahadi Surabaya, bersiap menyampaikan aspirasi dan tuntutan rakyat terutama atas kenaikan harga BBM. ??

Bersama @MprAldo dan @aliansibem_si

#PanjangUmurPerjuangan
#SurabayaPejuang
#IndonesiaBangkit https://t.co/MPna7F3bOa",negatif
354,"Aksi unjuk rasa menolak kenaikan BBM di kawasan Patung Kuda, Jakarta Pusat oleh massa mahasiswa yang mencoba untuk menerobos kawat berduri, Selasa (13/9) sore. ???Asb https://t.co/f2ym6Szotl",negatif
355,"Susuri muara Sungai Silugonggo, Polres Pati Kembali Bagikan 1 Ton Paket Beras Kepada Nelayan Pasca Kenaikan BBM

Tanggap menyikapi situasi tersebut, Polres Pati kembali melaksanakan kegiatan pembagian bantuan sosial (bansos) berupa paket beras sebanyak 1 ton. https://t.co/DrN61e9omL",positif
356,"BBM GA TURUN JOKOWI YANG HARUS TURUN..

DEMO TOLAK KENAIKAN BBM MEMBESAR DARI SABANG SAMPAI MERAUKE..,

HARI INI TERJADI DI BANYAK TEMPAT

#BBMMeroketJokowiTurun
#BBMMeroketJokowiTurun
????

https://t.co/MVeyjAwvQ6",negatif
357,"Tolak Kenaikan Harga BBM ???????
(Kantor DPRD Lampung Utara 14/Sept/2022) https://t.co/i4kLPhGaPQ",negatif
